yemekAdi,yapilis,domuz eti,pirinç noodle,vanilin,bezelye,arpa şehriye,susam,ıspanak,kg kuzu eti,dereotu,soğan,semizotu,kuskus,tortilla,süzme yoğurt,kg tavuk kanatları,spagetti,doğranmış havuç,bayat ekmek,kekik,baş brokoli,süt,parmesan peyniri,fındık,hamburger ekmeği,yeşil mercimek,tarçın,kavurma,kuşbaşı et,limon,haşlanmış patates,kadayıf,pirinç eriştesi,ceviz,balık filetosu,tavuk but,esmer şeker,tavuk kanat,dilim cheddar peyniri,kimyon,soda,barbunya,rendelenmiş parmesan peyniri,kırmızı mercimek,böğürtlen,kıyma,kuru soğan,taco kabuğu,çörek otu,pudra şekeri,ceviz içi,karnıbahar,dilim ekmek,sıvı yağ,maya,pide ekmeği,şeker,salatalık,mayonez,dana eti,fesleğen,yoğurt,nohut,pizza hamuru,rendelenmiş kaşar peyniri,yaban mersini,enginar,mısır tanesi,maydanoz,kg kabak,çam fıstığı,dilim kaşar peyniri,dana kuşbaşı et,krem şanti,mahlep,diş sarımsak,rice paper,doğranmış kabak,somon,ml krema,kinoa,rendelenmiş parmesan,zeytinyağı,ekmek içi,kuru maya,kuru fasulye,ince bulgur,toz şeker,irmik,tereyağı,dolmalık biber,mantar,haşlanmış nohut,karides,dövülmüş fındık,fasulye,yaş maya,kırmızı biber,tavuk budu,mısır,lahana salatası,kaşar peyniri,granola,dövülmüş ceviz,domates,baş marul,muskat,lazanya,salça,olgun avokado,paprika,nane,makarna,pastırma,su,tuz,zeytin,milföy hamuru,balık sosu,portakal,simit,balsamik sirke,sığır eti,domates salçası,yufka,tavuk göğsü,karnabahar,sıcak su,yumurta,tereyağı sosu,dilim somon,guacamole,patates,tavuk suyu,asma yaprağı,baharat karışımı,hazır tart hamuru,çilek,sarımsak,brokoli,fettuccine makarna,bulgur,soya sosu,doğranmış brokoli,kg tavuk kanadı,dilim peynir,lime,beyaz şarap,ramen noodle,limon kabuğu,avokado,nişasta,kuş üzümü,nar,ekşi krema,portakal suyu,pul biber,biber,dilim somon balığı,bal,kakao,kutu ton balığı,bitter çikolata,tahin,çikolata,yeşil zeytin,pirinç sirkesi,nori,krema,limon suyu,marul,tavuk kanadı,bamya,roka,yeşil biber,beşamel sos,dana biftek,elma,buğday,kabartma tozu,nar ekşisi,baklava yufkası,siyah zeytin,havuç,şehriye,haşlanmış meksika fasulyesi,haşlanmış yumurta,kruton,pirinç,tel kadayıf,sushi pirinci,barbekü sosu,baş karnıbahar,limon otu,tavuk ( but veya göğüs ),kornişon turşusu,ekmek kırıntısı,patlıcan,sucuk,un,karanfil,krem peynir,kuzu eti,köfte harcı,haşlanmış buğday,karabiber,pancetta,pekmez,muz,mozzarella peyniri,dilim tam buğday ekmeği,karamel sos,noodle,kg tavuk but,kg tavuk budu,galeta unu,pırasa,beyaz peynir,kabak
Domatesli Pirinç Pilavı,"Domatesi küçük küpler halinde doğrayın. Sıvı yağda domatesi birkaç dakika kavurun. Pirinci ekleyip 2-3 dakika kavurun. Ardından suyu ve tuzu ekleyin, karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra 10-15 dakika demlenmeye bırakın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirinç Pilavı ve Kızarmış Tavuk,"Pirinci yıkayıp 2 yemek kaşığı sıvı yağda birkaç dakika kavurun. Ardından suyu ve tuzu ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra 10-15 dakika demlenmeye bırakın. Tavuk butlarını karabiber ve pul biberle baharatlayıp sıvı yağda her tarafını kızarana kadar kızartın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fıstıklı Pilav,"Pirinçleri yıkayıp sıvı yağda birkaç dakika kavurun. Çam fıstıklarını ekleyip birlikte kavurmaya devam edin. Ardından suyu ve tuzu ekleyip karıştırın. Karışımı kaynamaya bırakın, kaynadıktan sonra ocağın altını kısıp pilavın suyunu çekene kadar pişirin. Pilav piştikten sonra 10-15 dakika demlenmeye bırakın. Sıcak servis edin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revani,"Yumurtaları ve şekeri çırpın, yoğurdu, sıvı yağı, sütü ekleyin ve karıştırın. Ardından irmik, un, kabartma tozu ve vanilini ekleyip karıştırarak pürüzsüz bir hamur elde edin. Hamuru yağlanmış fırın tepsisine dökün ve 180°C fırında yaklaşık 30-35 dakika pişirin. Şerbet için su ve şekerin karışımını kaynatın, şerbet kaynadıktan sonra üzerine birkaç damla limon suyu ekleyin. Fırından çıkan revaniyi sıcak şerbetle dökün ve 15 dakika bekletin. Soğuduktan sonra dilimleyerek servis edin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhallebi,"Sütü ve şekeri bir tencereye alıp karıştırın, ardından un ve nişastayı ekleyin. Karışımı ocağa alıp, karıştırarak koyulaşana kadar pişirin. Koyu kıvam aldıktan sonra vanilini ve tereyağını ekleyin, karıştırarak eritin. Muhallebiye istediğiniz şekli vermek için bir kaseye dökün ve soğumaya bırakın. Soğuduktan sonra üzerini isteğe göre tarçın veya meyve ile süsleyerek servis edin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tavuk Göğsü Tatlısı,"Süt, şeker, nişasta ve unu bir tencereye alıp karıştırın. Karışımı ocağa alıp, sürekli karıştırarak koyulaşana kadar pişirin. Ardından vanilin ve tereyağını ekleyip karıştırın. Karışımı bir kaseye dökün ve soğumaya bırakın. Soğuduktan sonra dilimleyip servis edin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aşure,"Buğdayı, nohut ve kuru fasulyeyi ayrı ayrı haşlayın. Kuş üzümünü, fındığı ve cevizi de hazırlayın. Büyük bir tencereye haşlanmış buğday, nohut, fasulye, kuş üzümü, fındık ve cevizi ekleyin. Karışıma su ekleyip karıştırarak kaynamaya bırakın. Kaynadıktan sonra karanfil, tarçın, şeker ve portakal suyunu ekleyin, karıştırarak 10-15 dakika daha pişirin. Aşureyi kaselere dökün, soğutun ve üzerine ceviz veya fındıkla süsleyerek servis edin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazandibi,"Sütü ve şekeri bir tencereye alıp karıştırın, ardından unu ve irmiği ekleyin. Karışımı ocağa alıp, karıştırarak koyulaşana kadar pişirin. Koyu kıvam aldıktan sonra vanilini ve tereyağını ekleyin, karıştırarak eritin. Kazandibi karışımını yağlı kağıt serili bir tepsiye dökün ve soğumaya bırakın. Soğuduktan sonra dilimleyerek servis edin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İrmik Helvası,"Tereyağını bir tencerede eritin, irmiği ekleyin ve rengi hafifçe değişene kadar kavurun. Ardından şekeri, sütü, suyu ve vanilini ekleyin, karıştırarak kaynamaya bırakın. Karışım kaynadıktan sonra altını kısıp, irmik suyunu çekene kadar kısık ateşte pişirin. Cevizi ekleyip karıştırın. Helvayı demlenmeye bırakıp, sıcak servis yapın.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çikolatalı Sufle,Bitter çikolatayı ve tereyağını benmari usulü eritin. Ayrı bir kapta yumurtaları ve şekeri çırpın. Erimiş çikolatayı yumurtalı karışıma ekleyip karıştırın. Unu ve vanilini ekleyin ve karıştırmaya devam edin. Karışımı tereyağıyla yağladığınız sufle kaplarına dökün. Önceden ısıtılmış 180°C fırında 12-15 dakika pişirin. Fırından çıkarıp sıcak servis yapın.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadayıf Dolması,Kadayıfı tereyağında kavurun. Cevizleri ekleyip karıştırın. Kadayıfı cevizlerle karıştırın ve kadayıfı cevizlerle doldurun. Şeker ve suyu bir tencerede kaynatın. Kadayıfların üzerine şerbeti dökün. Tarçın serpip servis yapın.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabak Tatlısı,Kabakları rendeleyin. Şeker ve suyu bir tencerede kaynatın. Kabakları ekleyip karıştırın. Kabaklar yumuşayana kadar pişirin. Tarçını ekleyip karıştırın. Cevizleri ekleyip karıştırın. Soğuduktan sonra servis yapın.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fırın Sütlaç,"Pirinci yıkayıp süzün. Süt, pirinç ve şekeri bir tencereye alıp karıştırın. Karışımı ocağa alıp, sürekli karıştırarak koyulaşana kadar pişirin. Koyu kıvam aldıktan sonra vanilini ekleyin, karıştırarak eritin. Fırın tepsisine dökün. Üzerine su ve süt karışımını dökün. Önceden ısıtılmış 180°C fırında 30-35 dakika pişirin. Fırından çıkarıp soğuduktan sonra servis yapın.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebzeli Tavuk Güveç,Tüm malzemeleri doğrayıp güveç kabına yerleştirin. Baharatları ve zeytinyağını ekleyip karıştırın. 180°C fırında 45 dakika pişirin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabaklı Bulgur Pilavı,"Soğanı ve kabağı doğrayıp zeytinyağında soteleyin. Bulguru ekleyip kavurun, suyu ve baharatları ekleyin. Kısık ateşte suyunu çekene kadar pişirin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mantarlı Tavuk Sote,"Tavukları ve mantarları doğrayın. Soğanı zeytinyağında soteleyin, tavukları ekleyip kavurun. Mantarları ekleyip baharatlarla tatlandırın. 10 dakika daha pişirin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokoli Çorbası,"Brokoli, patates ve soğanı doğrayıp haşlayın. Blenderdan geçirip süt, tereyağı ve baharatları ekleyin. 5 dakika kaynatın.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fırında Tavuklu Sebzeli Güveç,"Sebzeleri doğrayın ve tavuklarla karıştırın. Baharatları ekleyip güveç kabına koyun, su ve zeytinyağı ekleyip 200°C fırında 50 dakika pişirin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sebzeli Mercimek Çorbası,Soğan ve havuçları doğrayıp sıvı yağda kavurun. Mercimek ve suyu ekleyip kaynatın. Blenderdan geçirin ve baharatları ekleyip karıştırın.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patlıcanlı Musakka,"Patlıcanları kızartın. Soğan ve kıymayı zeytinyağında kavurun, salça ve baharatları ekleyin. Kat kat dizip fırında 30 dakika pişirin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Domatesli Şehriye Çorbası,"Domates ve salçayı sıvı yağda kavurun. Şehriyeyi ekleyip karıştırın, su ve baharatları ekleyip kaynatın.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
